tweets;1.kisi;2.kisi;3.kisi;total
akp nin yanlýþ politikalarý nedeniyle demografik yapýmýzý sosyal yapýmýzý huzurumuzu bozan suriyelileri afganlarý ülkemizde istemememek deðildir;0;0;0;0
ümit özdað provakosyon uyarýsý yapmýþ;0;0;0;0
biriniz bunlar tarafýndan tacize uðrarsanýz yine ýrkçýlýk suçladýðýnýz kiþiler savuncak hakkýnýzý irkçý olabilecek son kiþiyim bunlara dur demek deðil;0;0;0;0
evlerden korunaklý mahallelerden konuþmak aþýrýý kolay insanlar gecekondu mahallerinde geldikleri kýz çocuklarýna tacizde bulundular hepimiz gördük izledik oturduðunuz yerden ahkam kesmeyin;0;0;0;0
ülkeye elini kolunu sallayarak gelen afgan erkeklerini istememek kurallarý hiçe sayan plajlarda bizleri taciz eden suriyelilerden þikeyetçi olmak sayýlýyor mal mýsýnýz;0;0;0;0
caným yanýyor;0;0;0;0
vatana milletine sahip çýkmak ýrkçýlýk deðil önlem alýnmazsa 10yil sonra demek istediðimizi acý bir þekilde öðreneceksiniz;0;0;0;0
insanliði felakete götüren büyük hastalýklardan birisi ýrkçýlýktýr tarih bunun kanlý örnekleriyle doludur onun içindir yüce dinimiz islam ýrkçýlýðý keskin þiddetli vurgularla reddetmiþ onu lanetlemiþtir mehmet n y;0;0;0;0
sözü fazla uzatmayýn diyenler gitsin yahudiden kafirden hristiyandan çinlilerden hintlilerden kýz alsýn kýz versin bakalým ýrkçýlýða sýðýnacaklar sýðýnmayacaklar kendi vatandaþý ölürken ses çýkarmaz baþkasýna feryat yakanlarýn kanýndan þüphe ederim;0;0;0;0
ankara altýndaðda suriyelilere yönelik saldýrýda evlerdükkanlararaçlar taþlandý yakýlmak istendi kadýnlar çocuklar korktular faþistliktir suriyelilerin deðil onlarý ülkeye sokanlarýn suçu vardýr nedenle faþist eylemlerinize son verin;0;0;0;0
ülkemde mülteci istemiyorum demek deðildir cahil soytarý kendini bilmez densizler türk miletini ýrkçýlýk yapmakla suçluyor kimse türk ulusunu sosyal medya mecralarýnda uluslararasý topluma karþý irkçý sýfatýyla nitelendiremez mutlu türküm diyene;0;0;0;0
ülkemde idüðü belirsiz mültecileri istemiyorumbunun gelenleri deðil göç politasý olmayan hükümeti suçluyorum evvela bunun adý ýrkçýlýk deðildir;0;0;0;0
irkçýlýk insanlýk dýþýdýr irkçý deðilim afganý severim afganistandaysa suriyeli yi severim suriyedeyse arap ý severim arabistandaysa ülkemde mülteci istemiyorum;1;1;1;1
kimsenin kimseye ýrkçýlýk yaptýðý yok sadece ülkemizde mülteci istemiyoruz kadar;0;0;0;0
evleri sokaklarý taþlayýp masum insanlarý çoluk çocuðu linçlemeye çalýþanlarsizden zulümlerinizden beriyiz kahrolsun;0;0;0;0
multeciler turkleri öldürünce olmuyor turkler isyan edince ýrkçýlýk oluyor hadi ordan arap seviciler hersey oluyorsunuz türk olamýyorsunuz;0;0;0;0
benim ülkemde benden iyi yaþayýp gidemedigim tatil bölgelerine gidip gezemedigim yerleri gezip keyif catarlarsa kimse kusura bakmasýn ikinci sýnýf vatandaþ ben deðilim onlar deðil onlar ülkeye ait deðil;0;0;0;0
çanakkale geçilmez bazilarina hatirlatmak gerek;1;1;0;1
kadar saçmalamaya baþladýk arkadaþ masum insanlara saldýrýyorsunuz afgan erkekler gelmesin diyoruz gidip masum insanlarý taþlýyorsunuz insanlýk irkçýlýðýnýz batsýn;0;0;0;0
çocuklar ýrk din bilmezler insan ayrýmý yapmazlar ölçütleri sevgidir nefreti büyüklerden öðrenirler florence nightingale;0;0;0;0
cumhur ittifakinin kalesi altindaðda neler oluyor 1400da sesli düþüncelerde konuðu hüseyin þengül mülteci isyanini deðerlendirecek izlemek;0;0;0;0
baþlarým ýrkçýlýðýna böyle sýnýrsýzplansýz mülteci akýmý olur bunun ilerisini gerisini kimse düþünmüyor 15 milyon mülteci var ülkede el insaf ülkenin öz evlatlarý iþsizlik sefaletle boðuþuyor zaten;0;0;0;0
þerefsizleri istemiyoruz kardeþim ýrkcýysak ýrkcýyýz varmý sorunu olan ayrýca bir milletden insanlar var memletimizde ýrkcý olsak onlarada sýkýntý olur demekki þerefsizlerde bir sorun var;0;0;0;0
dün gece saat 1130 zeytinburnu metrobüs üst geçitte 4 resmî 1 sivil polis özbek asýllý 4 afgan öðrenciye çeþitli hakaret küfürler saldýrdýiçlerinden benim kayýnbiraderöðrencilerin ikamet belgeleri var;0;0;0;0
idüðü belli olmayan 4 milyon küsür insanýn kontrolsüz kaçak yollardan ülkeye girmiþ olmasý siyasal islamcýlarýn ahlaksýzlýðý;1;1;1;1
1993 yýlýnda almanyanýn solingen þehrinde neonaziler bir türk ailesinin evini kundaklamýþlardý türk masum insanlar can vermiþlerdi irkçýlýðýn türlüsü cehennem gibidir sakýnalým;0;0;0;0
suç kiþisel deðil etnikse hepiniz özgecaný öldüren sapýkla sapýk cereni öldüren katille katil oldunuz bilginiz olsun;1;1;0;1
kolayca görünür olmasýný saðlýyor yoðunlaþtýrýyor;0;0;1;0
iþte tam türkislam sentezl dedikleri this is what they call a turkislam synthesis;0;0;0;0
birileri yine hedef þaþrmýþ ýrkçýlk söylemleri önce konyada 7 kiþilik kürt ailenin katledlmesine sebp oldu þmdi suriyelilere saldrý oluyor masum çocuklara kadýnlara saldýrmak mýdýr çözüm tepknizi yanlýþ politikalar sonucu hale getirnlere sormuyrsunuz;1;1;1;1
bunu kýnamakta devletin cezasýný kesmesinde kimse farklý bir fikirde deðil hatta keþke cezada kýsas uygulansa lakin çocuðun bedelini allah aðýr ödetir büyük bir hastalýktýr;0;0;0;0
7 kiþi katledildi kimsenin camýna bile taþ atýlmadý hastalýktýr yapanýn insanlýktan zerre nasibini almamýþ kiþiliksiz karaktersiz kiþilerdir;0;0;0;0
yurt dýþýnda yaþayýp ýrkçýlýk yapan orospu çocuklarý dönsenize ülkenize;0;0;0;0
yangýnlarla amaçladýklarý þeye ulaþamayanlar bugün tekbirlerle müslümanýn kapýsýný taþlatýyor;0;0;0;0
milletin kanýna giriyorlar aklýna sokuyorlar yolda gidene artislik baþlýyorben bana satasan suriyeli görmedim açaba nedentamam kültürleri farklý türk insaný deðil özelikle gencler vatan sevdasý tuzaðýna düþmeyin yapmayýn;0;0;0;0
yýllar önce kürt türk ayrýmlaþtýranlar bugün suriyeli türk ayrýmlaþtýran kisve ayný kisvedir;0;0;0;0
ülke karýþýyor iyi analiz edin bir yandan 6 gün önce dediði lafý yutup aþý konusunda aðýz deðiþtiren bir lider destekçileri arasýnýn açýlmasý bir yandan ýrkçýlýk kör edilen ahmaklarýn masumlara saldýrýsý ülkeye yön veriyor uyanýn;0;1;1;1
peygamberimiz bize ensarmuhacir kardeþliðinin demek olduðunu anlatýrken hale geldik masumlarýn dilleri sussa kalpleri bedeni susmayacak adalet elbet mutlak günde görülecek;0;0;0;0
boynuzsuz koyunun boynuzlu koyundan hakkýný isteyeceðý bir ahiret var;0;0;0;0
kahraman faþistler savunmasýz insanlarýn nefes almasýna bile tahammül edemiyor;0;0;0;0
bizi etme peþindeler amaçlarý ýrkçýlýk onlar sadece izler aptallardan olay çýkarýp yapacak zarar gören bizler hepimiz elimizden alýyorlar bilir yýllarca maruz kaldýlar;1;1;1;1
özerinden lar özerinden iç karýþýklýk çýkarma peþinde amaçlarý yandýðý olsun önemli deðil onlara birbirimizi yiyelim onlarda bizi izlesinler desteði;0;0;0;0
muhafaza özerinden lar özerinden iç karýþýklýk çýkarmaya çalýþýyorlar amaçlarý yandýðý ölmesi olsun önemli deðil onlara birbirimizi yiyelim onlarda bi;1;1;1;1
vatanýmýn geleceðini düþünmek ýrkçýlýk olsun ileride büyük bir beka sorunu bizi bekliyor;0;0;0;0
ülkeyi paylaþmak istememenin nesi anlamadým gitti madem savaþtan kaçana istediði gezmek serbest avrupa sýnýrýna duvar örüyor;0;0;0;0
derdi birgün adamýn anlattýðý herþey bana doðru gelecek kendi vataným kendimi yabancý hissedeceðim allahýn günü mültecilerin taciz tecavüz hýrsýzlýk cinayet haberleriyle uyanýp hala diyen þuurlara þifa dileyeceðm;0;0;0;0
katar hükümete karþý büyük bir protestoya tanýk oluyor vatandaþlarýnýn 25ini marjinalleþtirecek yeni bir yasa nedeniyle devletkabileler çatýþmasý;0;0;0;0
bakýn olarak;0;0;0;0
ingilterenin utandýran birinciliði;0;0;0;0
þunu bir iyi anladým dediðiniz hastalýðý devletler kendilerine negatif ayrýmcýlýk yapýldýðýný iddia edip ortalýðý yaygaraya veren tetikliyor kimse durduk yere yapmaz eðitimli bir insan yapmaz zaten;0;0;0;0
mültecilerle ilgili tartýþmalarda ýrkçýlýk uyarýsý;0;0;0;0
durum deðil deðil anlamýyormusunuz;0;0;0;0
durun kalabaliklarbu cadde çikmaz sokak herkes ayný þeyi düþünüyorsa kimse bir düþünmüyor demektir walter lippmann taliban tanju özcan;0;0;0;0
bazen gözlere perde iner amerikada zamanýnda zencilere hayvan muamelesi yapanlarý bilirsiniz bugün ülkelerindeki savaþ iç karýþýklýk çökmüþ ekonomi nedeniyle türkiyeye gelen lar düþmanlaþtýrýcý dil kullananlar ilerde öyle anýlacak;0;0;0;0
bugün dünyanýn islâmýn tanýmýna olmadýðý kadar ihtiyacý var;0;0;0;0
akp iktidarýnýn isteyerek istemeyerek bilerek bilmeyerek çözüm üretmemesiüretememesi tür yaklaþýmlarla birleþince ýrkçýlýðý körükleyip büyük sorunlara yol açacak;0;0;0;0
aman aman ibrahim karagül beni bloke etti hassas bir ýrkçý;0;0;0;0
ülkeinsaný gece çaresizlik hissiyle uyutup sabah sana ait olmayan bir utanç duygusuyla uyandýrýyor;0;0;0;0
almanyada kamu görevlileri müslümanlara yönelik silahlý bombalý eylem hazýrlýðý yaparken yakalanan neonazi terörist susanne g 6 yýl hapis cezasýna çarptýrýldý;0;0;0;0
aydýnda yol kesen ýrkçý grup 3 kiþiyi linç etti;0;0;0;0
hangisiyle mücadele edip üzülelim þaþýrdýk halk olarak yorulduk keþke bütün yük halkýn omuzlarýna kalmasa hükümet yardým etse biraz;0;0;0;0
irkçilik dünya tehdittir mersin haberci gazetesi;1;1;0;1
türkiye yanýyo hala peþindesiniz bunu kürtler yaptý diyosunuz insaný kýlar önyargýlý olmayalým;0;0;0;0
bmden ýrkçýlýkla mücadele yeni adým genel kurulda resmen onaylandý;0;0;0;0
adamlar bana çay verdi çay;1;1;0;1
enjekte var olup olmamasýna göre evi yanarken söndürmem mi diyecek tedavi etmem iþ vermem aþ vermem yardým vermem sosyal hayat yok din hizmeti vermem bunlara niyetlenen kiþiler çetenin türlü insanlýk dýþý ürünleri;0;0;0;0
sakýn unutmayýn fikri allahýn müslümanlar arasýnda yeþermesini murad ettiði düþünce iken þeytanýn insanlar müslümanlar arasýnda yeþermesini istediði düþüncedir;0;0;0;0
devam edelim saysak bitmez;1;1;0;1
yangýnýn acýnýn dili dini ýrký rengi olmaz ateþ sadece düþtüðü yeri yakmaz vicdaný kalbi olan herkesi yakar yakmalý hala birileri peþinde;1;1;0;1
birarada;0;0;0;0
bütün müminler kardeþtir öyleyse kardeþlerinizin arasýný düzeltin allaha gönülden saygý besleyip ona karþý gelmekten sakýnýn onun rahmetine eriþesiniz hucurât sûresi 10;1;0;0;0
geçtiðimiz yýl resim kýrpma algoritmasýnýn beyaz tenli insanlarý öne çýkardýðý görülmüþtü sosyal medya devi buna olan önyargýlarý araþtýrmak bir baþlattý;0;0;0;0
dün geceki sohbetten akýlda kalan kýsým oysa uzaydan bakýldýðýnda sýnýr bir görünmüyor vs;0;0;0;0
manavgatta yol kesen ýrkçý gruplar kürt arýyor;0;0;0;0
oluyor ülkeye ekonomik kriz vs saymýyorum bile sonumuz hayrola;0;0;0;0
insanlar günlerce gözaltýnda tutuluyor darp ediliyor ters kelepçe yapýlarak uçaklara zorla bindiriliyor irkçýlýk yerde ayný insanlýðýn ortak deðerleri onlar önemsiz;0;0;0;0
akp uydurmasý videolar götlerinde olay çýkartmak yapýlan sahte provksyon sizin akp uþklarý hemen oltayý atýyorsnuz asýl bölücü sizsiniz 30 yýldýr içine sýçtýnýz ülkenin;0;0;0;0
sussam gönül razý deðil söylesem tesiri yok;0;0;1;0
benny hill mi bohcali mi komikkarar veremiyorumm;0;0;0;0
insanlar bir tek ümmetten baþka bir deðildi sonra ayrýlýða düþtüler bakarâ 213;0;0;0;0
bir yandan bir yandan bir yandan diðer yandan baþka taraftan yana baksak felaket;0;0;0;0
ezilen bir halký anlamak komünist sosyalist saðcý ateist dindar olmak gerekmiyor sadece insan olmak yeterdi;0;0;0;0
insan olmak varken zalimlik;1;1;1;1
ben senim sen bensin;0;0;0;0
ulke bende bir gram bile iyiye dair umut birakmadi;0;0;0;0
irkçýlýk ideolojik bir düþünce deðil aksine psikolojik hastalýktýr din dilmezhep renk ayrýmý yapan olursa olsun adidir alçaktýr;0;0;0;0
kahrolsun ýrkcýlýk bir usumet deðil tamamen kasýtlý bir irkcýlýktýr bunun sorumlusu bunu yapanlar dýþýnda bunun yapýlmasýna göz yumanlar sesini cýkarmayanlarýdýr;0;0;0;0
caniliðin son noktasý irkçý teröristler;0;0;0;0
magazin sayfalarý yada influencerler konyadaki katliamý görmezden geliyor gündem deðil;0;0;0;0
geriler ü terörist olarak görüyorsunuz lütfen insanlarý dindilýrkmezhep ayrýmý yapmadan sadece insan olarak bakýn;0;0;0;0
insanlýk gazeteden kupon kesmeye benzemez bir insanda vardýr yoktur;0;0;0;0
suçtur;0;0;0;0
ister ýrkçý faþizan bir düþünce olsun isterse bir aile içindeki musibet olsun fark eder giden bir insanýn caný oldu zerre vicdaný olan düþüncede olursa olsun üzülmeli tepki vermelidir kötü olan bir zihniyetin allah belasýný versin;0;0;0;0
bir nefret bir kin duygularý besleyebiliyorlar insanlar tek bir düþünceye sahipler sizin bir beyniniz var kadar dar düþünebiliyorsunuz bir yere götürmez kendi cehenneminde öleceksiniz;0;1;1;1
2 olayý olarak lanse etmeye çalýþýp fitne tohumlarý ekmeye çalýþanlar milletimizi dolayýsýyla devletimizi sevmeyen klavye tetikçileri bunlarýn aða babalarý olan siyasilerdir olayýn kendisi tabi kabul edilemez;0;0;0;0
irkçýlar 7 kürdü öldürdü sayýn kimse iyi var söyledi mi ben duyamadim kötüdür misal yoksa sevdiðiniz ss ayný göldemisiniz;0;0;0;0
þimdi ergenler art niyetliler çýkýp diyecekler ýrkçýlýk psikolojik býr hastalýktýr dünyanýn yerinde ýrkçýlýk bir nefret suçudur bir tercihtir bir görüþtür ýrkçýlýk psikolojik býr hastalýk demekle suçu iþleyenleri masumlaþtýrýyorsunuz gafiller;0;0;0;0
türke düþman olana hainlik yapana ýrkçý olmayalýmda þiir mi yazalým gül dalýmý uzatalým hayýrdýr;0;0;0;0
dýjmýné bavu kalá nabìn dosté avâ anlamasan olur kimse anlamasa olur gerçek hürriyet budur ben anlýyorum anlatamasam olur;0;0;0;0
vahþetin diðer adý;0;0;0;0
konyadaki katliama tepkiler çið büyüyor haber iletiþim baþkaný fahrettin altun vahþi katliamýn ideolojik saiklerle iþlendiði propagandasý tam anlamýyla bir provokasyondur ifadesini kullandý;0;0;0;0
baþka eksik var denk geldigimiz zamana bak güzel ülkemizde yaþayamýyoruz insan;0;0;0;0
þerfsiz oc insanlarsiniz be kahpe çocuklari doðuya gelince hic bir insan oðlu annenizi sikiyor mk çocuklari saaten sonra oc kardeþ diyenin ben yedi celat sulalesini sikeyim oc serefsizin evlatlari;0;0;0;0
ben ülkenin adaletin den yoruldum önemlisi bunlar ülkede adalet yok;0;0;0;0
güzelim memleketimin gündeminde bunlar olmamaliydi guzel yarýnlara umutla;1;0;0;0
bir aile ayný kiþiler tarafýndan 35 kere saldýrýya uðruyorsa aile bunu etnik kimliðimizden dolayý þikayet ediyorsa devlet aileyi korumuyorsa aile ay sonra ayný kiþilerce katlediliyorsa kimse sebebi ýrkçýlýk deðildi diyemez;1;0;0;0
inadýna demokrasi inadýna kardeþlik inadýna barýþ inadýna birlik beraberlik;0;0;0;0
iki kürt kökenli ailenin kavgasý türkiye yandý yanýyor halalütfen olayý üzerinden yürüteyin;0;1;1;1
havada duman kokusu vardý bir ýrkçýlýk kokusu eklendi tam oldu türkiye yine formunda;0;0;0;0
olay gündem deðiþtirmek amaç ülkemize giren 3500000 genç erkek afgan dikkat çekmesin yeteeeeerrrrrr;0;0;0;0
zaten kürtler provakasyona gelmesin bi kerede türkler gelmesin diyin;1;1;1;1
türkkürt arasýný açmak güzel plan yapýlmýþ önce orman yangýnlarý üzerinden hdp li kürtlere provakasyon sonra konya yarýn farklý bir olay kýbrýs ta türk rum tek devlet yerseeen;0;0;0;0
birazda konyadaki katliamý konuþalým dersiniz;0;0;0;0
kürt çocuk kürt ninesi kürtçe konuþamýyorsa ülkede yok demek havada kalýyor kurnaz sinsi politikalar kardeþlik yürümez umarým aklýselim bir iktidar bunu halleder;0;0;0;0
bugün 7 katledildim namussuz alçaksýnýz;0;0;0;0
2021 senesinde ülkemde olan barbarlýða inanamýyorum kürt türk ülkenin 1 sýnýf vatandaþýdýr nokta irkçýlýðýnýzdam usandýk ölünce hepimiz toprak olacaðýz bir saniye düþünün;0;0;0;0
konya daki kürt vatandaþlarýn 7 kiþilik bir aile katliamý bir yorumunuzu bekliyorum beliki sizi dinleyen bir kitle var kadar;0;0;0;0
meral akþener denen jitemci katilin sevdiði ortam iþte hesap iyiplilerin zaten burdaki dezenformasyonun baþýný çekiyorlar;0;0;0;0
haritada 2 günlük yangýnlar görüntülenmiþ küresel ýsýnma bozulmuþ ekolojik dengeye çare arayacaðýmýza dilimiz ýrkçý þovenist bir renge bürünmüþ hayali düþmanlar yaratýyor çözüm yeteneðimizi kaybediyor yangýný söndürmeyi bile beceremiyoruz;0;1;1;1
mülteci karþýtlýðý faþizme giden yolu iyi niyet taþlarýyla döþeyenler;0;0;0;0
aþýrý saðcý velopulosun dokunulmazlýðý kaldýrýldý yargý huzurunda hesap verecek;0;0;0;0
twitterda hýzla yayýlan kadar safsata var ývýr zývýr çöp bir akýl var di mi muhakeme yapmamýza yarayan kullansak keþke onu hemen inanýp paylaþacaðýmýz yerde arada kötü hastalýktýr unutmayalým;0;0;0;0
avustralyada yerli aborjini çocuklarý hapse atýlýyor 10 yaþýnda olsalar bile;0;0;0;0
suriyeliler miting yapacak yalanýyla provokasyon;0;0;0;0
mültecileri teþvikle ülkede tutmak bunu ticaret haline getirmek yanlýþtýr mülteci ticaretine karþý olmak deðildir;0;0;0;0
vatansýz köpeklerin derdi üzerinden iç çatýþma çýkarmak sonra oturup izlemek lakin þuda var it ürür kervan yürür;1;1;1;1
devlet gezi zekalý çapulcu vatansýzlarýn aklýyla hareket edecek deðil;0;0;0;0
bak hemen entellektuel takipçilerin geldi büyük laf hazýr ýrkçýlýk ülke delik deþik olmuþ bunlar pudra þekeri kullanýyor halde 8 milyon suriyeli vah vah;1;0;0;0
yaban muslasýna ýrkçýlýk yapanýn baþýna geleceklerden ben sorumlu deðilim haberiniz olsun benden günah gitti kardeþ kalaþnikov 4731 silahýmý çekerim þakasýz no joke;1;1;1;1
ah çocuk seni hamura benzetirim nsýl bi þekle konulursa þekli alýrsýn lütfen insan olmayý öðretemeyeceðiniz çocuklarý dünyaya getirmeyin;0;1;1;1
suriyeliler türlü gitsin ben vicdansýzým konu olursa olsun artýk siktirin gidin yok savaþ çýktýda geldik vs iþleri geçin kendi ülkesine faydasý olmayan insan bizim insanmýza posta koyuyor anasýný siktiklerim sizin yediðiniz ekmeði yiyemiyoruz;0;0;0;0
